volume,page,mission_number,type,church,city,state,start_date,end_date,confessions_total,converts,under_instruction,diocese,confessions_adults,confessions_children,confessions_men,confessions_women,order,notes,converts_adult,converts_children,temperance_pledges,confirmed
2,82,,mission,Church of St. Bridget,Lexington,MA,1/4/1874,1/13/1874,400,4,,Boston,,,,,Paulist,,,,,
2,83,,mission,Church of the Assumption,East Boston,MA,1/16/1874,2/1/1874,2350,18,,Boston,,,,,Paulist,,,,,
2,84,,mission,Church of St. Michael,Brattleboro,VT,2/8/1874,2/15/1874,570,2,,,,,,,Paulist,,,,,
2,87,,mission,Church of St. Joseph,Kingston,NY,2/22/1874,3/2/1874,1400,1,,,,,,,Paulist,,,,,
2,88,,mission,Church of the Sacred Heart,Central Falls,NY,3/8/1874,3/16/1874,1450,12,,,,,,,Paulist,,,,,
2,90,,mission,St. Joseph's Church,Circleville,OH,2/8/1874,2/17/1874,400,8,,,,,,,Paulist,,,,,
2,92,,mission,St. Joseph's Church,Fond du Lac,WI,2/22/1874,3/4/1874,1650,2,,Milwaukee,,,,,Paulist,,,,,
2,93,,mission,Church of the Holy Cross,Ovid,NY,3/22/1874,3/29/1874,700,3,,,,,,,Paulist,,,,,
2,94,,mission,Church of the Nativity,New York,NY,4/12/1874,4/28/1874,4280,6,,New York,,,,,Paulist,,,,,
2,95,,mission,Church of St. Rose of Lima,Suffern,NY,5/3/1874,5/8/1874,150,2,,New York,,,,,Paulist,,,,,
2,95,,mission,Church of St. Mary,Greenwood,NY,5/10/1874,5/17/1874,260,,,,,,,,Paulist,,,,,
2,98,,mission,St. Jarlath's Church,Chicago,IL,9/27/1874,10/7/1874,800,1,,Chicago,,,,,Paulist,,,,,
2,99,,mission,Church of St. Pius,Chicago,IL,10/11/1874,10/25/1874,1500,12,,Chicago,,,,,Paulist,,,,,
2,100,,mission,Church of the Annunciation,Manhattanville,NY,10/4/1874,10/14/1874,2600,6,,,,,,,Paulist,,,,,
2,102,,mission,St. John's Church,Trenton,NJ,10/25/1874,11/5/1874,2700,6,,,,,,,Paulist,,,,,
2,103,,mission,St. Mary's Church,New Haven,CT,11/8/1874,11/19/1874,2600,8,,,,,,,Paulist,,,,,
2,104,,mission,St. Mary's Church,Jersey City,NJ,12/6/1874,12/20/1874,4800,6,,,,,,,Paulist,,,,,
2,105,,mission,St. Mary's Cathedral,Ogdensburg,NY,1/3/1875,1/14/1875,1850,6,,Ogdensburg,,,,,Paulist,,,,,
2,108,,mission,St. Mary's Cathedral,San Francisco,CA,2/14/1875,2/28/1875,2800,6,,San Francisco,,,,,Paulist,,,,,
2,109,,mission,St. Francis Church,San Francisco,CA,3/7/1875,3/16/1875,1350,7,,San Francisco,,,,,Paulist,,,,,
2,111,,mission,St. Mary's Church,Oakland,CA,3/7/1875,3/16/1875,1700,1,,,,,,,Paulist,,,,,
2,112,,mission,St. Patrick's Church,San Francisco,CA,3/21/1875,4/5/1875,9000,13,,,,,,,Paulist,,,,,
2,114,,mission,Church of St. Rose of Lima,Sacramento,CA,4/4/1875,4/14/1875,1600,2,,,,,,,Paulist,,,,,
2,115,,mission,Church of San Rafael,San Rafael,CA,3/21/1875,3/28/1875,360,9,,,,,,,Paulist,,,,,
2,116,,mission,St. Peter's Church,San Francisco,CA,4/11/1875,4/21/1875,1600,5,,,,,,,Paulist,,,,,
2,117,,mission,St. Joseph's Church,San Jose,CA,4/18/1875,4/28/1875,1100,,,,,,,,Paulist,,,,,
2,119,,mission,Church of the Holy Cross,Santa Cruz,CA,4/25/1875,5/2/1875,650,2,,,,,,,Paulist,,,,,
2,120,,mission,St. Joseph's Cathedral,Marysville,CA,5/16/1875,5/24/1875,550,5,,Sacramento,,,,,Paulist,,,,,
2,121,,mission,Church of the Immaculate Conception,Smartsville,CA,5/16/1875,5/24/1875,350,2,,,,,,,Paulist,,,,,
2,122,,mission,Church of the Immaculate Conception,Virginia City,NV,5/30/1875,6/13/1875,1200,3,,,,,,,Paulist,,,,,
2,123,,mission,St. Patrick's Church,Gold Hill,NV,5/30/1875,6/6/1875,660,1,,,,,,,Paulist,,,,,
2,124,,mission,Church of Mary Magdalen,Salt Lake City,UT,6/20/1875,6/27/1875,75,1,,,,,,,Paulist,,,,,
2,125,,mission,,Ophir City,UT,6/20/1875,6/25/1875,37,1,,,,,,,Paulist,,,,,
2,126,,mission,Church of St. Michael,Stillwater,MN,9/19/1875,9/30/1875,1200,1,,,,,,,Paulist,,,,,
2,127,,mission,Cathedral of St. Paul,St. Paul,MN,10/3/1875,10/17/1875,2100,6,,,,,,,Paulist,,,,,
2,130,,mission,St. Mary's Church,St. Paul,MN,10/24/1875,11/3/1875,1200,6,,,,,,,Paulist,,,,,
2,132,,mission,Church of the Immaculate Conception,Minneapolis,MN,11/7/1875,11/21/1875,2200,12,,,,,,,Paulist,,,,,
2,133,,mission,Church of the Immaculate Conception,Faribault,MN,11/28/1875,12/8/1875,1300,6,,,,,,,Paulist,,,,,
2,134,,mission,Church of St. Thomas,Winona,MN,12/12/1875,12/19/1875,800,10,,,,,,,Paulist,,,,,
2,135,,mission,St. John's Church,Baltimore,MD,1/9/1876,1/23/1876,4200,29,,,,,,,Paulist,,,,,
2,136,,mission,Church of St. Michael,Penn Yan,NY,1/30/1876,2/9/1876,800,2,,Rochester,,,,,Paulist,,,,,
2,137,,mission,Church of St. Rose of Lima,Chelsea,MA,2/27/1876,3/12/1876,3200,14,,Boston,,,,,Paulist,,,,,
2,138,,mission,Church of St. Patrick,Boston,MA,3/19/1876,4/9/1876,4000,3,,,,,,,Paulist,,,,,
2,139,,mission,Church of St. Michael,Jersey City,NJ,4/23/1876,5/7/1876,5000,7,,,,,,,Paulist,,,,,
2,141,,mission,Cathedral of St. Paul,St. Paul,MN,9/10/1876,9/14/1876,1500,,,,,,,,Paulist,,,,,
2,142,,mission,St. Augustine's Church,Austin,MN,9/17/1876,9/27/1876,790,17,,,,,,,Paulist,,,,,
2,143,,mission,St. Lawrence's Church,Fountain,MN,10/1/1876,10/6/1876,440,3,,,,,,,Paulist,,,,,
2,144,,mission,St. Patrick's Church,Lanesboro,MN,10/8/1876,10/18/1876,620,13,,,,,,,Paulist,,,,,
2,145,,mission,St. Patrick's Church,Caledonia,MN,10/27/1876,10/30/1876,960,6,,,,,,,Paulist,,,,,
2,146,,mission,Church of St. Patrick,Brownsville,MN,11/4/1876,11/9/1876,520,8,,,,,,,Paulist,,,,,
2,147,,mission,St. Thomas's Church,Rochester,MN,11/19/1876,11/28/1876,1537,8,,,,,,,Paulist,,,,,
2,148,,mission,St. Bridget's Church,Rochester,MN,11/29/1876,12/3/1876,626,2,,,,,,,Paulist,,,,,
2,149,,mission,St. Mary's Church,Waverly,MN,9/17/1876,9/24/1876,460,11,,,,,,,Paulist,,,,,
2,150,,mission,St. Gerhard's Church,Forest City,MN,10/1/1876,10/10/1876,700,3,,,,,,,Paulist,,,,,
2,151,,mission,St. Mary's Church,Shakopee,MN,10/15/1876,10/22/1876,415,3,,,,,,,Paulist,,,,,
2,152,,mission,Church of the Sacred Heart,Belle Plaine,MN,10/29/1876,11/7/1876,1030,4,,,,,,,Paulist,,,,,
2,153,,mission,St. Mary's Church,Le Sueur,MN,11/12/1876,11/19/1876,520,2,,,,,,,Paulist,,,,,
2,154,,mission,St. Patrick's Church,Shieldsville,MN,11/26/1876,12/6/1876,1100,3,,,,,,,Paulist,,,,,
2,155,,mission,Church of the Guardian Angels,Hastings,MN,9/17/1876,9/26/1876,1050,1,,,,,,,Paulist,,,,,
2,156,,mission,St. Joseph's Church,Red Wing,MN,10/1/1876,10/6/1876,240,0,,,,,,,Paulist,,,,,
2,157,,mission,St. Mary's Church,Lake City and West Albany,MN,10/8/1876,10/17/1876,443,2,,,,,,,Paulist,,,,,
2,159,,mission,Church of St. Felix of Valois,Wabasha,MN,10/22/1876,10/29/1876,470,1,,,,,,,Paulist,,,,,
2,160,,mission,Church of the Immaculate Conception,Highland,MN,10/29/1876,11/2/1876,370,1,,,,,,,Paulist,,,,,
2,162,,mission,Church of the Sacred Heart,Owatonna,MN,11/5/1876,11/12/1876,400,3,,,,,,,Paulist,,,,,
2,163,,mission,Church of St. Charles Borromeo,St. Charles,MN,11/19/1876,11/24/1876,375,1,,,,,,,Paulist,,,,,
2,164,,mission,Church of Ss. Peter and Paul,Hart,MN,11/26/1876,11/29/1876,215,2,,,,,,,Paulist,,,,,
2,165,,mission,"Church of Our Lady, Help of Christians",Sioux City,IA,12/3/1876,12/13/1876,750,6,,Dubuque,,,,,Paulist,,,,,
2,166,,mission,,Yankton,SD,12/10/1876,12/17/1876,320,5,,St. Paul,,,,,Paulist,,,,,
2,168,,mission,Church of the Immaculate Conception,Ithaca,NY,12/31/1876,1/9/1877,1120,7,,Rochester,,,,,Paulist,,,,,
2,170,,mission,Church of the Holy Family,Auburn,NY,1/21/1877,2/4/1877,3500,3,,Rochester,,,,,Paulist,,,,,
2,172,,mission,Church of St. Lucy,Syracuse,NY,1/21/1877,1/30/1877,1500,5,,,,,,,Paulist,,,,,
2,173,,mission,Church of the Epiphany,New York,NY,2/11/1877,2/25/1877,5300,0,,,,,,,Paulist,,,,,
2,175,,mission,St. Bridget's Church,New York,NY,3/4/1877,3/18/1877,8000,15,,,,,,,Paulist,,,,,
2,177,,mission,St. Francis de Sales Church,Charlestown,NY,4/8/1877,4/24/1877,6900,25,,,,,,,Paulist,,,,,
2,180,,mission,St John Baptist Church,Salina,NY,4/29/1877,5/9/1877,1900,3,,,,,,,Paulist,,,,,
2,181,,mission,Church of the Sacred Heart,Weymouth,MA,4/29/1877,5/9/1877,1700,0,,,,,,,Paulist,,,,,
2,183,,mission,,Everett,MA,5/13/1877,5/20/1877,468,5,,,,,,,Paulist,,,,,
2,186,,mission,St. James Church,Bay City,MI,9/16/1877,9/26/1877,1700,7,,,,,,,Paulist,,,,,
2,187,,mission,St. Pius Church,Chicago,IL,9/30/1877,10/11/1877,1280,0,,,,,,,Paulist,,,,,
2,189,,mission,St. James Church,Chicago,IL,10/21/1877,11/7/1877,3086,8,,,,,,,Paulist,,,,,
2,191,,mission,St. Aloysius Church,Detroit,MI,11/18/1877,12/4/1877,2000,,,,,,,,Paulist,,,,,
2,193,,mission,St. John's Church,Indianapolis,IN,12/9/1877,12/22/1877,3790,4,,,,,,,Paulist,,,,,
2,196,,mission,Church of OUr Lady of Perpetual Help,Defiance,OH,9/30/1877,10/10/1877,450,1,,,,,,,Paulist,,,,,
2,197,,mission,St Stephen's Church,Flora,IL,10/14/1877,10/21/1887,150,4,,Alton,,,,,Paulist,,,,,
2,198,,mission,Church of St. Charles Borromeo,Charleston,IL,10/28/1877,11/4/1877,160,0,,Alton,,,,,Paulist,,,,,
2,199,,mission,Church Regina Coeli,Marshall,IL,11/4/1877,11/13/1877,340,7,,Alton,,,,,Paulist,,,,,
2,200,,mission,Church of St. Mary,Paris,IL,11/18/1877,11/25/1877,462,2,,Alton,,,,,Paulist,,,,,
2,201,,mission,Church of St. Mary's,St. Mary's of the Woods,IN,11/25/1877,12/4/1877,315,5,,Vincennes,,,,,Paulist,,,,,
2,202,,mission,Church of St. Patrick,Galesburg,IL,12/9/1877,12/19/1877,1000,2,,Peoria,,,,,Paulist,,,,,
2,204,,mission,Church of St. Paul the Apostle,New York,NY,1/6/1878,1/27/1878,6200,6,,New York,,,,,Paulist,,,,,
2,206,,mission,St. Bernard's Church,Rockville,CT,1/21/1878,1/29/1878,1058,6,,Hartford,,,,,Paulist,,,,,
2,207,,mission,St. Paul's Church 117th St.,Harlem,NY,2/3/1878,2/17/1878,4539,0,,New York,,,,,Paulist,,,,,
2,208,,mission,St. Augustine's Church,South Boston,MA,3/3/1878,3/24/1878,5674,11,,Boston,,1000,,,Paulist,,,,,
2,210,,mission,St Bridget's Church,Cleveland,OH,3/31/1878,4/10/1878,1323,1,,,,,,,Paulist,,,,,
2,212,,mission,Church of St. Antony of Padua,White River Junction,VT,3/10/1878,3/17/1878,550,2,,,,,,,Paulist,,,,,
2,214,,mission,St. Mary's Church,Bellows Falls,VT,3/24/1878,4/1/1878,612,1,,,,,,,Paulist,,,,,
2,215,,mission,,"Sandy Hill, Hudson Falls",NY,4/7/1878,4/16/1878,1100,8,,,,,,,Paulist,"The mission was held in Sandy Hills, which is probably Hudson, NY.",,,,
2,216,,mission,Church of St. Bridget,North Manchester,CT,5/5/1878,5/5/1878,645,1,,Hartford,,,,,Paulist,,,,,
2,217,,mission,Church of St. James,South Manchester,CT,5/5/1878,5/12/1878,845,1,,Hartford,,,,,Paulist,,,,,
2,219,,mission,,Brockton,MA,4/28/1878,5/6/1878,2322,7,,Boston,,,,,Paulist,,,,,
2,220,,mission,,West Roxbury,MA,5/12/1878,5/21/1878,424,3,,Boston,,,,,Paulist,,,,,
2,229,,mission,Church of the Epiphany,Monmouth,IL,9/29/1878,10/7/1878,510,1,,Peoria,,,,,Paulist,,,,,
2,230,,mission,Church of Immaculate Conception,Lacon,IL,10/13/1878,10/20/1878,360,0,,Peoria,,,,,Paulist,,,,,
2,231,,mission,Church of St. Patrick,Camp Grove,IL,10/20/1878,10/27/1878,580,1,,Peoria,,,,,Paulist,,,,,
2,232,,mission,Church of St. Patrick,O'Fallon,IL,11/3/1878,11/10/1878,380,1,,Chicago,,,,,Paulist,,,,,
2,232,,mission,,Morrison,IL,11/3/1878,11/10/1878,127,,,,,,,,Paulist,,,,,
2,233,,mission,,,IL,11/14/1878,11/17/1878,93,,,,,,,,Paulist,,,,,
2,233,,mission,,Savannah,IL,11/14/1878,11/17/1878,130,,,,,,,,Paulist,,,,,
2,233,,mission,,Sabula,IL,11/24/1878,11/24/1878,86,,,,,,,,Paulist,,,,,
2,234,,mission,,Lyons,IA,11/24/1878,12/1/1878,860,1,,Dubuque,,,,,Paulist,,,,,
2,235,,mission,Church of St. Paul of the Cross,Jersey City,NY,9/22/1878,10/2/1878,1343,3,,,,,,,Paulist,,,,,
2,236,,mission,,Garder,MA,10/6/1878,10/10/1878,975,,,Springfield,,,,,Paulist,,,,,
2,239,,mission,,Winchendon,MA,10/13/1878,10/21/1878,625,,,Springfield,,,,,Paulist,,,,,
2,240,,mission,,Shullsburg,WI,10/27/1878,11/6/1878,1149,5,,Milwaukee,,,,,Paulist,,,,,
2,342,,mission,St. Pius Church,Chicago,IL,11/10/1878,11/17/1878,1100,,,,,,,,Paulist,,,,,
2,343,,mission,St. Francis de Sales Church,Toledo,OH,11/24/1878,12/4/1878,1688,0,,Cleveland,,,,,Paulist,,,,,
2,344,,mission,St. Mary's Church,Albany,NY,12/8/1878,12/22/1878,3368,,,,,,,,Paulist,,,,,
2,346,,mission,Church of the Holy Rosary,Newburgh,OH,1/5/1879,1/20/1879,1960,,,,,,,,Paulist,,,,,
2,347,,mission,St. Raphael's Church,Madison,WI,1/26/1879,2/5/1879,1896,8,,,,,,,Paulist,,,,,
2,348,,mission,All Saint's Church,Chicago,IL,2/9/1879,2/23/1879,2163,5,,Chicago,,,,,Paulist,,,,,
2,349,,mission,St. Patrick's Church,Providence,RI,3/2/1879,3/16/1879,3507,,,,,,,,Paulist,,,,,
2,350,,mission,St Mary's Church,New London,CT,3/23/1879,4/2/1879,1826,4,,,,,,,Paulist,,,,,
2,352,,mission,St. Thomas Aquinas's Church,Bridgewater,CT,4/20/1879,4/29/1879,1158,,,,,,,,Paulist,,,,,
2,353,,mission,,West Roxbury,MA,5/4/1879,5/12/1879,984,3,,,,,,,Paulist,,,,,
2,354,,mission,St. Leo's Church,Leominster,MA,5/18/1879,5/25/1879,725,,,,,,,,Paulist,,,,,
2,356,,mission,Church of the Holy Trinity,Greenfield,MA,9/14/1879,9/21/1879,550,,,,,,,,Paulist,,,,,
2,356,,mission,,South Deerfield,MA,9/14/1879,9/21/1879,270,,,,,,,,Paulist,,,,,
2,357,,mission,,Shelbourne Falls,MA,9/14/1879,9/21/1879,115,,,,,,,,Paulist,,,,,
2,358,,mission,,Chicopee Falls,MA,9/25/1879,10/6/1879,1200,,,Springfield,,,,,Paulist,,,,,
2,359,,mission,,Johnstown,PA,10/12/1879,10/26/1879,2344,4,,Pittsburgh,,,,,Paulist,,,,,
2,360,,mission,,Ypsilanti,MI,11/2/1879,11/9/1879,480,,,,,,,,Paulist,,,,,
2,360,,mission,,Ann Arbor,MI,11/16/1879,11/24/1879,740,2,,,,,,,Paulist,,,,,
2,362,,mission,Church of St. Paul the Apostle,New York,NY,11/30/1879,12/18/1879,5750,,,,,,,,Paulist,,,,,
2,364,,mission,,Deposit,NY,11/9/1879,11/16/1879,480,,,,,,,,Paulist,,,,,
2,365,,mission,,Harper's Ferry,WV,1/4/1880,1/11/1880,225,2,,Richmond,,,,,Paulist,,,,,
2,366,,mission,,Winchester,VA,1/11/1880,1/20/1880,160,7,,Richmond,,,,,Paulist,,,,,
2,367,,mission,,Martinsburg,WV,1/25/1880,2/2/1880,582,,,,,,,,Paulist,,,,,
2,368,,mission,St. Mary's Church,Little Falls,NY,1/4/1880,1/14/1880,1780,9,,,,,,,Paulist,,,,,
2,369,,mission,,Marine City,MI,1/25/1880,2/1/1800,1000,3,,,,,,,Paulist,,,,,
2,369,,mission,,Algonac,MI,1/25/1880,1/27/1880,150,,,,,,,,Paulist,,,,,
2,370,,mission,,Northfield,MI,2/8/1880,2/15/1880,523,7,,,,,,,Paulist,,,,,
2,371,,mission,,Evansville,IN,2/22/1880,3/2/1880,794,6,,,,,,,Paulist,,,,,
2,372,,mission,,Terre Haute,IN,3/7/1880,3/18/1880,1600,,,,,,,,Paulist,,,,,
2,374,,mission,"St. Rose of Lima's Church, Cannon St",Cannon St.,NY,4/4/1880,4/19/1880,4530,18,,New York,,,,,Paulist,,,,,
2,376,,mission,"St. Jerome's Church, 137th St. and Alexander Avenue",New York,NY,4/25/1880,5/9/1880,2325,5,,New York,,,,,Paulist,,,,,
2,379,,mission,,Chambersburg,PA,9/12/1880,9/18/1880,270,5,,,,,,,Paulist,,,,,
2,381,,mission,Corpus Christi Church,Chambersburg,PA,9/19/1880,9/27/1800,390,2,,,,,,,Paulist,,,,,
2,382,,mission,St. Mary's Church,Hagerstown,MD,10/15/1880,10/15/1880,410,1,,,,,,,Paulist,,,,,
2,383,,mission,,Carlisle,PA,10/17/1880,10/25/1880,195,2,,,,,,,Paulist,,,,,
2,384,,mission,St. Bridget's Church,Rochester,NY,9/12/1880,9/21/1880,1325,1,,,,,,,Paulist,,,,,
2,385,,mission,,Seneca Falls,NY,10/1/1880,10/1/1880,1347,3,,,,,,,Paulist,,,,,
2,386,,mission,,Susquehanna,PA,11/14/1880,11/23/1880,1500,1,,,,,,,Paulist,,,,,
2,388,,mission,,Mamaroneck,NY,12/5/1880,12/12/1880,490,,,,,,,,Paulist,,,,,
2,389,,mission,,Staunton,VA,10/10/1880,10/17/1880,333,,,,,,,,Paulist,,,,,
2,390,,mission,,Lexington,VA,10/24/1880,10/28/1880,24,,,,,,,,Paulist,,,,,
2,391,,mission,,Fredricksburg,VA,10/31/1880,11/4/1880,75,2,,,,,,,Paulist,,,,,
2,392,,mission,,Petersburg,VA,11/7/1880,11/14/1880,325,,,,,,,,Paulist,,,,,
2,393,,mission,St. Patrick's Church,Richmond,VA,11/21/1880,11/28/1880,528,3,,,,,,,Paulist,,,,,
2,394,,mission,Cathedral,Richmond,VA,11/28/1880,12/12/1880,1800,4,,,,,,,Paulist,,,,,
2,395,,mission,,Bergon Point,NJ,1/16/1881,1/27/1881,1975,,,,,,,,Paulist,,,,,
2,397,,mission,St. Peter's Church,Hartford,CT,1/16/1881,1/30/1881,4288,,,,,,,,Paulist,,,,,
2,399,,mission,St. Mark's Church,Kenastia,WI,3/6/1881,3/15/1881,714,,,,,,,,Paulist,,,,,
2,400,,mission,St. Paul's Church,Kenastia,WI,3/20/1881,3/26/1881,400,,,,,,,,Paulist,,,,,
2,400,,mission,,Marine City,MI,3/6/1881,3/15/1881,1055,3,,,,,,,Paulist,,,,,
2,402,,mission,,Delavan,WI,3/20/1881,3/29/1881,536,,,,,,,,Paulist,,,,,
2,403,,mission,St. John's Cathedral,Milwaukee,WI,3/30/1881,4/3/1881,500,,,,,,,,Paulist,,,,,
2,404,,mission,St. Francis Xavier's Church ,Baltimore,MD,4/17/1881,5/1/1881,1350,25,,,,,,,Paulist,,,,,
2,406,,mission,St. Joseph's Church,Circleville,OH,2/6/1881,2/13/1881,430,1,,,,,,,Paulist,,,,,
2,407,,mission,St. Patrick's Church,Racine,WI,3/21/1881,3/29/1881,1017,3,,,,,,,Paulist,,,,,
2,408,,mission,Church of the Assumption,Evansville,IN,2/20/1881,2/27/1881,750,,,,,,,,Paulist,,,,,
2,409,,mission,St. James's Church,Salem,MA,5/8/1881,5/23/1881,3926,1,,,,250,1844,1832,Paulist,"Cf, p. 410 which says 74 converts for this period",,,,
2,411,,retreat,Cathedral,Albany,NY,3/29/1881,4/3/1881,700,,,,,,,,Paulist,,,,,
2,412,,retreat,St. Patrick's Church,Brockton,MA,9/18/1881,9/25/1881,900,,,,,,,,Paulist,,,,,
2,412,,mission,St. Joseph's Church,New York City,NY,10/1/1881,10/8/1881,5000,,,,,,,,Paulist,,,,,
2,413,,mission,St. Mary's Church (Regina Coeli),Marshall,IL,9/18/1881,9/25/1881,382,1,,Altoona,,,,,Paulist,,,,,
2,414,,mission,Church of the Immaculate Conception,Paris,IL,9/25/1881,10/2/1881,375,2,,,,,,,Paulist,,,,,
2,415,,mission,Church of the Immaculate Conception,South Wheeling,WV,9/18/1881,9/25/1881,576,,,,546,30,,,Paulist,,,,,
2,417,,mission,Wheeling Cathedral,Wheeling,WV,10/2/1881,10/16/1881,2500,1,,Wheeling,2099,400,,,Paulist,,,,,
2,419,,mission,St. Pius's Church,Chicago,IL,10/23/1881,11/7/1881,1550,,1,Chicago,,446,569,535,Paulist,,,,,
2,421,,mission,St. Peter's Church,Oshkosh,WI,10/23/1881,10/30/1881,720,1,,,,,,,Paulist,,,,,
2,423,,mission,St. Mary's Church,Appleton,WI,10/30/1881,11/6/1881,620,1,,,,,,,Paulist,,,,,
2,424,,mission,St. Patrick's Church,Chicago,IL,11/13/1881,11/21/1881,4600,2,10,,,,,,Paulist,,,,,
2,426,,mission,St. Bridget's Church,Stanton,WI,12/4/1881,12/11/1881,234,1,,,,,,,Paulist,,,,,
2,428,,mission,Church of the Immaculate Conception,New Richmond,WI,12/18/1881,12/25/1881,404,7,,,,,,,Paulist,,,,,
2,430,,mission,Church of St. Charles Borromeo,Charleston,IL,12/2/1881,12/9/1881,204,,,,,,,,Paulist,,,,,
2,431,,mission,Church of the Annunciation,Brazil,IN,12/4/1881,12/11/1881,335,,,,,,,,Paulist,,,,,
2,432,,mission,,Carbon,IN,12/11/1881,12/16/1881,84,,,,,,,,Paulist,,,,,
2,433,,mission,,Evansville,IN,12/1/1881,12/1/1881,350,,,,,,,,Paulist,,,,,
2,434,,mission,St. Augustine's Church,Boston,MA,12/1/1881,12/1/1881,900,,,,,,,,Paulist,,,,,
2,434,,mission,St. Patrick's Church,Lowell,MA,1/1/1882,1/7/1882,5800,,,,,,,,Paulist,,,,,
2,435,,mission,St. Peter's Church,Hartford,CT,1/8/1882,1/22/1882,4622,2,,,,752,1900,1970,Paulist,,,,,
2,437,,mission,,New Lebanon,NY,1/8/1882,1/15/1882,410,1,,,,,,,Paulist,,,,,
2,439,,mission,St. Rose of Lima,New York,NY,2/5/1882,2/19/1882,4310,5,,,,,,,Paulist,,,,,
2,442,,mission,St. Francis de Sales,Boston ,MA,2/26/1882,3/10/1882,6370,1,6,,,,,,Paulist,,,,,
2,444,,mission,St. John's Cathedral,Milwaukee,WI,3/19/1882,4/2/1882,3270,3,,,,,,,Paulist,,,,,
2,446,,renewal,,Kenastia,WI,4/5/1882,4/9/1882,500,,,,,,,,Paulist,,,,,
2,447,,mission,St. Rose's Church,Chelsea,MA,4/16/1882,4/30/1882,3250,16,,,,,,,Paulist,,,,,
2,448,,mission,St. Mary's Church,Everett,MA,5/7/1882,5/14/1882,497,,3,,,,,,Paulist,,,,,
2,449,,mission,St. Thomas's Church,West Farms,NY,4/2/1882,4/9/1882,442,2,,,,,,,Paulist,,,,,
2,450,,retreat,Cathedral,Albany,NY,5/7/1882,5/14/1882,700,,,,,,,,Paulist,,,,,
2,450,,mission,,Waterville,NY,5/15/1882,5/15/1882,1000,,,,,,,,Paulist,,,,,
2,450,,mission,,Oriskany Falls,NY,5/15/1882,5/15/1882,300,1,,,,,,,Paulist,,,,,
2,451,,mission,,Hamilton,NY,11/1/1881,11/1/1881,550,,,,,,,,Paulist,,,,,
2,451,,mission,,Sherburne,NY,11/1/1881,11/1/1881,250,,,,,,,,Paulist,,,,,
2,451,,mission,,Sing-Sing,NY,5/7/1882,5/14/1882,1350,1,,,,,,,Paulist,,,,,
2,453,,jubilee retreat,St. Joseph's,New York,NY,11/6/1881,11/20/1881,5000,3,,,,,,,Paulist,,,,,
2,454,,mission,Cathedral,Denver,CO,12/4/1881,12/14/1881,2900,4,,,,,,,Paulist,,,,,
2,455,,mission,,Boulder,CO,12/18/1881,12/22/1881,50,1,,,,,,,Paulist,,,,,
2,456,,mission,,St. Vrain Valley,CO,1/8/1882,1/12/1882,35,,,,,,,,Paulist,,,,,
2,456,,mission,Church of the Immaculate Conception,Leadville,CO,1/15/1882,1/29/1882,1700,5,,,,,,,Paulist,,,,,
2,457,,mission,,Idaho Springs,CO,2/19/1882,2/26/1882,100,3,,,,,,,Paulist,,,,,
2,458,,mission,,South Boulder and Fort Collins,CO,3/19/1882,4/2/1882,,,,,,,,,Paulist,,,,,
2,458,,mission,,Mount Robinson,CO,4/16/1882,4/24/1882,120,,,,,,,,Paulist,,,,,
2,459,,mission,,Durango,CO,4/30/1882,5/7/1882,60,,,,,,,,Paulist,,,,,
2,459,,mission,,Gunnison,CO,5/8/1882,5/8/1882,,,,,,,,,Paulist,,,,,
