volume,page,mission_number,type,church,city,state,start_date,end_date,confessions_total,converts,under_instruction,diocese,confessions_adults,confessions_children,confessions_men,confessions_women,order,notes,converts_adult,converts_children,temperance_pledges,confirmed
3,5,,mission,,Franklin,PA,9/17/1882,9/24/1882,432,6,,Erie,,,,,Paulist,,2,4,,
3,6,,mission,"St. Jerome's Church, 137th St. and Alexander Ave.",New York,NY,10/1/1882,10/16/1882,2210,1,,New York,,,,,Paulist,,,,,
3,8,,mission,St. Teresa's Church,Brooklyn,NY,10/22/1882,11/5/1882,2740,2,,Brooklyn,,,,,Paulist,,,,,
3,10,,mission,St. John's Church,Bellaire,OH,11/12/1882,11/27/1882,830,2,,Columbus,,,,,Paulist,,,,,
3,12,,mission,St. Patrick's Church,Brockton,MA,11/26/1882,12/10/1882,2918,1,,,,,,,Paulist,,,,,
3,14,,mission,St. Leo's Church,Irvington,NJ,12/17/1882,12/22/1882,125,,,,,,,,Paulist,,,,,
3,15,,mission,,Milford,MA,12/31/1882,1/10/1883,2700,1,,,,,,,Paulist,,,,,
3,17,,mission,St. Paul the Apostle,New York,NY,12/31/1882,1/28/1883,6825,21,,,,,,,Paulist,,,,,
3,20,,mission,Church of the Sacred Heart,East Cambridge,MA,2/4/1883,2/4/1883,5490,2,,,,,,,Paulist,,,,,
3,23,,mission,St. Bridget's Church,New York,NY,3/4/1883,3/25/1883,6082,9,,,,,,,Paulist,,,,,
3,26,,mission,St. Ann's Church,Baltimore,MD,4/15/1883,4/22/1883,970,1,,,,,,,Paulist,,,,,
3,29,,retreat,St. Rose of Lima,New York,NY,4/15/1883,4/22/1883,850,,,,,,,,Paulist,,,,,
3,30,,retreat,St. Rose of Lima,Chelsea,MA,4/22/1883,4/29/1883,1050,,,,,,,,Paulist,,,,,
3,31,,mission,,Rockland,MA,5/6/1883,5/13/1883,1015,1,,,,,,,Paulist,,,,,
3,33,,mission,,Abington,MA,5/13/1883,5/20/1883,952,,,,,,,,Paulist,,,,,
3,34,,mission,,Suffern,NY,5/13/1883,5/21/1883,170,2,,,,,,,Paulist,,,,,
3,34,,mission,St. Marys Church,Houlton,ME,5/27/1883,6/3/1883,470,2,,,,,,,Paulist,,,,,
3,36,,mission,,Fort Fairfield,ME,6/5/1883,6/10/1883,230,,,,,,,,Paulist,,,,,
3,38,,mission,St. Paul's Church,Kensington,CT,5/6/1883,5/13/1883,395,,,,,,,,Paulist,,,,,
3,39,,mission,Our Lady of Mercy,Plainville ,CT,5/13/1883,5/20/1883,298,,,,,,,,Paulist,,,,,
3,43,,mission,St. Elizabeth's Church,Fort Washington,NY,9/16/1883,9/23/1883,670,,,,,,,,Paulist,,,,,
3,43,,mission,St. John's Church,Kings Bridge,NY,9/16/1883,9/23/1883,540,,,,,,,,Paulist,,,,,
3,46,,mission,,Plymouth ,MA,9/16/1883,9/23/1883,575,,,,,,,,Paulist,,,,,
3,47,,mission,,Kingston,MA,9/16/1883,9/19/1883,190,,,,,,,,Paulist,,,,,
3,49,,mission,St. Peter's Church,Poughkeepsie,NY,9/30/1883,10/7/1883,2500,1,,,,,,,Paulist,,,,,
3,52,,mission,St. Patrick's Church,Audenried,PA,9/30/1883,10/7/1883,1600,1,,,,,,,Paulist,,,,,
3,52,,mission,St. Patrick's Church,Beaver Meadows,PA,9/30/1883,10/7/1883,535,,,,,,,,Paulist,,,,,
3,56,,mission,Church of Our Lady of Perpetual Help,Defiance,OH,10/14/1883,10/31/1883,625,,,,,,,,Paulist,,,,,
3,58,,retreat,St. Patrick's Church,Brooklyn,NY,10/7/1883,10/14/1883,1500,,,,,,,,Paulist,,,,,
3,59,,retreat,Church of the Sacred Heart,Brooklyn,NY,10/21/1883,10/28/1883,1000,,,,,,,,Paulist,,,,,
3,60,,mission,Church of the Holy Angels,Chicago,IL,10/14/1883,10/21/1883,625,,,,,,,,Paulist,,,,,
3,61,,mission,Church of St. Peter and Paul,Sandusky,OH,10/28/1883,11/5/1883,1362,1,,,,,,,Paulist,,,,,
3,62,,mission,St. Mary's,Harford Co.,MD,10/28/1883,11/4/1883,217,,,,,,,,Paulist,,,,,
3,63,,mission,St. Ignatius' Church,Hickory,MD,11/4/1883,11/13/1883,563,3,,,,,,,Paulist,,,,,
3,64,,mission,,Port Deposit,MD,11/18/1883,11/25/1883,203,1,,,,,,,Paulist,,,,,
3,65,,mission,St. Michael's Church,Jersey City,NJ,11/11/1883,12/2/1883,4764,12,,,,,,,Paulist,,,,,
3,68,,mission,Church of St. Rose of Lima,New York,NY,12/9/1883,12/23/1883,4410,7,,New York,,215,1703,2412,Paulist,,,,,
3,72,,retreat,St. John's Church,Worcester,MA,1/6/1884,1/13/1884,1120,,,,,,,,Paulist,,,,,
3,74,,mission,St. Mary's Church,Joliet,IL,1/20/1884,2/3/1884,2480,2,,,,,1280,1200,Paulist,,,,,
3,76,,mission,St. James's Church,Chicago,IL,2/10/1884,2/24/1884,3279,,,Chicago,,450,1119,1710,Paulist,,,,,
3,78,,mission,St. Mary's Church,New Britain,CT,3/2/1884,3/16/1884,4642,,9,,,230,2200,2212,Paulist,,,,,
3,81,,mission,St. Joseph's Church,Brooklyn,NY,3/23/1884,4/6/1884,4707,5,,,,300,1840,2567,Paulist,,,,,
3,84,,mission,Cathedral,Richmond,VA,12/9/1883,12/16/1883,1700,6,,,,,,,Paulist,,,,,
3,85,,mission,St. Patrick's Church,Richmond,VA,12/9/1883,12/16/1883,720,,,,,,,,Paulist,,,,,
3,87,,mission,,Norfolk,VA,12/30/1883,1/6/1884,850,4,,,,,,,Paulist,,,,,
3,88,,mission,,Portsmouth,VA,1/6/1884,1/13/1884,800,,,,,,,,Paulist,,,,,
3,89,,mission,,Old Point Comfort,VA,1/15/1884,1/17/1884,170,,,,,,,,Paulist,,,,,
3,90,,mission,,Petersburg,VA,1/20/1884,1/27/1884,320,1,,,,,,,Paulist,,,,,
3,91,,mission,,Lynchburg,VA,1/27/1884,2/3/1884,625,2,,,,,,,Paulist,,,,,
3,92,,mission,,Staunton,VA,2/10/1884,2/17/1884,370,1,,,,,,,Paulist,,,,,
3,92,,mission,,Harrisonburg,VA,2/10/1884,2/17/1884,72,,,,,,,,Paulist,,,,,
3,93,,mission,,Martinsburg,WV,2/17/1884,2/24/1884,670,5,,,,,,,Paulist,,,,,
3,93,,mission,,Winchester,VA,3/2/1884,3/9/1884,153,,4,,,,,,Paulist,,,,,
3,94,,mission,,Keyset,WV,3/11/1884,3/16/1884,190,,,,,,,,Paulist,,,,,
3,94,,mission,,Harper's Ferry,WV,3/19/1884,3/23/1884,250,,2,,,,,,Paulist,,,,,
3,95,,mission,,Havre de Grace,MD,3/30/1884,4/6/1884,380,1,,,,,,,Paulist,,,,,
3,96,,mission,St. Martin's Church,Baltimore,MD,4/20/1884,5/4/1884,2000,2,,,,,,,Paulist,,,,,
3,97,,retreat,St. Paul's Church,New York,NY,4/27/1884,5/4/1884,1000,,,,,,,,Paulist,,,,,
3,98,,mission,St. Patrick's Church,Lowell,MA,5/5/1884,5/5/1884,6508,,,,,,2437,4071,Paulist,,,,,
3,103,,mission,St. Peter's Church,Poughkeepsie,NY,9/14/1884,9/21/1884,2100,,,,,,,,Paulist,,,,,
3,104,,mission,St. Jerome's Church,New York,NY,9/28/1884,10/5/1884,2475,4,,,,,,,Paulist,,,,,
3,107,,mission,St. Columba's Church,Ottowa,IL,10/14/1884,10/21/1884,1675,,,,,,,,Paulist,,,,,
3,108,,mission,,Seneca,IL,10/21/1884,10/21/1884,550,,,,,,,,Paulist,,,,,
3,111,,mission,,Marseilles,IL,10/21/1884,10/21/1884,150,,,,,,,,Paulist,,,,,
3,113,,mission,St. James's Church,New York,NY,11/9/1884,12/11/1884,11020,12,,,,1465,3805,5750,Paulist,,,,,
3,119,,retreat,St. John's Church,Utica,NY,12/14/1884,12/21/1884,800,,,,,,,,Paulist,,,,,
3,121,,retreat,Church of the Immaculate Conception,New York,NY,1/11/1885,1/19/1885,5000,,,,,,,,Paulist,,,,,
3,122,,retreat,Manhattan College,New York,NY,1/27/1885,1/29/1885,260,,,,,,,,Paulist,,,,,
3,123,,mission,Church of St. Paul the Apostle,New York,NY,2/1/1885,2/15/1885,6950,10,,,,500,2750,3700,Paulist,,,,,
3,129,,mission,St. James's Church,Salem,MA,2/22/1885,3/8/1885,4113,,,,,396,1703,2014,Paulist,,,,,
3,131,,mission,St. Thomas's Church,Mamaroneck,NY,3/8/1885,3/15/1885,630,6,,,,,,,Paulist,,,,,
3,132,,mission,,Waukesha,WI,3/7/1885,3/15/1885,623,,,,,,,,Paulist,,,,,
3,134,,mission,St. Joseph's Church,Terre Haute,IN,3/22/1885,3/29/1885,1100,7,,,,,,,Paulist,,,,,
3,136,,mission,St. Augustine's Church,Morrissania,NY,4/12/1885,4/19/1885,997,5,,,,,,,Paulist,,,,,
3,137,,mission,St. Thomas's Church,West Farms,NY,4/12/1885,4/19/1885,336,,,,,,,,Paulist,,,,,
3,139,,mission,St. Elizabeth's Church,Chicago,IL,4/12/1885,4/21/1885,1676,1,,,,,,,Paulist,,,,,
3,141,,mission,St. Patrick's Church,Newburgh,NY,4/26/1885,5/10/1885,2485,1,,,,,1135,1350,Paulist,,,,,
3,144,,mission,All Saints' Church,Chicago,IL,4/26/1885,5/10/1885,2544,,,,,,,,Paulist,,,,,
3,146,,mission,St. Patrick's Church,Brooklyn,NY,5/17/1885,5/31/1885,5560,,,,,,2480,3080,Paulist,,,,,
3,149,,retreat,St. Bridget's Church,Abington,MA,6/3/1885,6/8/1885,230,,,,,,,,Paulist,,,,,
3,152,,mission,,Perth Amboy,NJ,9/13/1885,9/20/1885,1042,,,,,,,,Paulist,,,,,
3,153,,mission,Church of the Immaculate Conception,Yonkers,NY,9/13/1885,9/27/1885,3772,,,,,215,1650,1907,Paulist,,,,,
3,156,,mission,,Currie,MN,9/27/1885,10/4/1885,232,,,,,,,,Paulist,,,,,
3,157,,mission,,Tracy,MN,10/4/1885,10/9/1885,67,,,,,,,,Paulist,,,,,
3,158,,mission,,Willow Lake,MN,10/4/1885,10/7/1885,69,,,,,,,,Paulist,,,,,
3,159,,mission,"St. Peter's Church, Capitol Hill",Washington,DC,10/4/1885,10/14/1885,2235,4,,,,,,,Paulist,,,,,
3,163,,mission,,Fulda,MN,10/11/1885,10/18/1885,300,,,,,,,,Paulist,,,,,
3,164,,mission,,Woodstock,MN,10/16/1885,10/21/1885,109,,,,,,,,Paulist,,,,,
3,166,,mission,,Pipestone,MN,10/24/1885,10/24/1885,50,,,,,,,,Paulist,,,,,
3,169,,mission,Cathedral,Baltimore,MD,10/18/1885,11/1/1885,2505,,,,,,888,1617,Paulist,,,,,
3,174,,mission,Church of the Holy Family,Auburn,NY,11/8/1885,11/22/1885,3900,2,,,,,1970,1930,Paulist,,,,,
3,177,,mission,St. Patrick's Church,Pittsburgh,PA,11/8/1885,11/22/1885,3048,,,,,,1480,1565,Paulist,,,,,
3,179,,mission,St. Thomas Aquinas's Church,Jamaica Plain,MA,11/29/1885,12/13/1885,2770,,,,,,1160,1610,Paulist,,,,,
3,181,,mission,,Terre Haute,IN,11/28/1885,12/2/1885,1000,7,,,,,,,Paulist,,,,,
3,182,,mission,St. Lucy's Church,Syracuse,NY,12/13/1885,12/21/1885,2527,,,,,,,,Paulist,,,,,
3,183,,mission,St. James's Church,New York,NY,1/3/1886,1/17/1886,8700,11,,,,,,,Paulist,,,,,
3,184,,mission,,Union Springs,NY,1/10/1886,1/17/1886,300,1,,,,,,,Paulist,,,,,
3,185,,mission,Church of the Immaculate Conception,New York,NY,1/24/1886,2/21/1886,11052,20,,,,,,,Paulist,,,,,
3,189,,mission,Church of the Immaculate Conception,Washington,DC,2/28/1886,3/9/1886,1774,6,,,,,,,Paulist,,,,,
3,190,21,retreat,St. Charles College,Ellicot City,MD,2/23/1886,2/28/1886,50,,,,,,,,Paulist,,,,,
3,191,22,mission,,Phelps,NY,3/7/1886,3/15/1886,250,,,Rochester,,,,,Paulist,,,,,
3,192,23,mission,St. Joseph's Church,New York,NY,3/14/1886,3/28/1886,5900,4,,,,,,,Paulist,,,,,
3,195,24,mission,,Mobile,AL,2/28/1886,3/8/1886,900,4,,,,,,,Paulist,,,,,
3,198,25,mission,Church of St. John the Baptist,New Orleans,LA,3/1/1886,3/1/1886,4300,,,,,,,,Paulist,,,,,
3,200,26,mission,St. Bernard's Church,New York,NY,4/4/1886,4/18/1886,5535,,,,,,2405,3130,Paulist,,,,,
3,201,,retreat,Church of the Annunciation,Manhattanville,NY,4/4/1886,4/11/1886,1500,,,,,,,,Paulist,,,,,
3,201,,retreat,St. Teresa's Church,New York,NY,4/11/1886,4/18/1886,2700,,,,,,,,Paulist,,,,,
3,201,27,mission,St. Mary's Church,Canandaigua,NY,5/9/1886,5/17/1886,1760,4,,,,,,,Paulist,,,,,
3,204,28,mission,St. John's Cathedral,Milwaukee,WI,5/2/1886,5/16/1886,2946,,,,,,1350,1596,Paulist,,,,,
3,207,29,mission,St. Mary's Star of the Sea,Long Branch,NY,5/23/1886,5/30/1886,515,,,Trenton,,,,,Paulist,,,,,
3,208,30,mission,,Kenoska,WI,5/23/1886,5/30/1886,750,,,,,,,,Paulist,,,,,
3,211,31,mission,,Goshen,NY,5/30/1886,6/6/1886,680,,,,,,,,Paulist,,,,,
3,211,,retreat,,Morristown,NJ,5/1/1886,5/1/1886,800,,,,,,,,Paulist,,,,,
3,214,,mission,,West Point,NY,9/12/1886,9/19/1886,375,,,,,,,,Paulist,,,,,
3,214,,mission,,Highland Falls,NY,9/19/1886,9/26/1886,475,,,,,,,,Paulist,,,,,
3,217,,mission,Church of the Immaculate Conception,Minneapolis,MN,9/19/1886,9/27/1886,2265,2,,,,,,,Paulist,,,,,
3,218,,mission,St. Michael's Church,West St. Paul,MN,9/26/1886,10/4/1886,721,,,,,,,,Paulist,,,,,
3,219,,mission,St. Thomas Aquinas's Church,Jamaica Plain,MA,10/3/1886,10/17/1886,2700,2,,,,,,,Paulist,,,,,
3,220,,mission,St. Paul's Cathedral,St. Paul,MN,10/3/1886,10/17/1886,3203,2,,,,,1360,1843,Paulist,,,,,
3,222,,mission,St. Thomas's Church,Winona,MN,10/24/1886,10/31/1886,1140,4,,,,,,,Paulist,,,,,
3,223,,mission,St. Ann's Church,Baltimore,MD,10/24/1886,10/31/1886,920,2,,,,,,,Paulist,,,,,
3,224,,mission,Church of the Sacred Heart,Waseca,MN,10/24/1886,10/31/1886,675,,,,,,,,Paulist,,,,,
3,225,,mission,Church of the Sacred Heart,Owatonna,MN,10/31/1886,11/7/1886,460,,,,,,,,Paulist,,,,,
3,226,,mission,St. Mary's Church,St. Paul,MN,11/7/1886,11/16/1886,1651,3,,,,,,,Paulist,,,,,
3,228,,mission,St. Paul's Church,Birmingham,AL,11/7/1886,11/17/1886,500,5,,,,,,,Paulist,,,,,
3,229,,mission,St. Patrick's Church,Shieldsville,MN,11/21/1886,11/28/1886,636,,,,,,,,Paulist,,,,,
3,231,,mission,St. Augustine's Church,Austin,MN,11/21/1886,11/28/1886,700,,,,,,,,Paulist,,,,,
3,232,,mission,,"Oyster Bay, Long Island",NY,10/24/1886,10/28/1886,294,,,,,,,,Paulist,,,,,
3,232,,mission,,"Huntington, Long Island",NY,11/7/1886,11/14/1886,416,1,,,,,,,Paulist,,,,,
3,233,,mission,,Aurora,NY,11/21/1886,11/28/1886,324,,,Rochester,,,,,Paulist,,,,,
3,233,,retreat,St. Bernard's Church,New York,NY,12/5/1886,12/12/1886,2700,,,,,,,,Paulist,,,,,
3,234,,mission,St. Peter's Church,Montgomery,AL,11/21/1886,11/30/1886,495,2,,,,,,,Paulist,,,,,
3,236,,mission,Church of the Immaculate Conception,Faribault,MN,11/28/1886,12/5/1886,917,,,,,,,,Paulist,,,,,
3,237,,mission,St. Anthony of Padua's Church,East Minneapolis,MN,12/5/1886,12/13/1886,1818,6,,,,,,,Paulist,,,,,
3,238,,mission,St. Michael's Church,Pensacola,FL,12/5/1886,12/17/1886,875,20,,,,,,,Paulist,,,,,
3,240,,mission,St. Joseph's Church,St. Paul,MN,12/19/1886,12/26/1886,1354,,,,,,,,Paulist,,,,,
3,242,,mission,,Farmington,MN,12/19/1886,12/22/1886,145,1,,,,,,,Paulist,,,,,
3,245,,mission,,Boston,MA,1/9/1887,1/19/1887,1120,,,,,,,,Paulist,,,,,
3,246,,renewal,St. Patrick's Church,Pittsburgh,PA,1/9/1887,1/23/1887,2822,16,,,,,1436,1386,Paulist,,,,,
3,248,,mission,St. Mary's Church,Honeoye,NY,1/30/1887,2/13/1887,253,2,,,,,,,Paulist,,,,,
3,248,,mission,St. William's Church,Conesus,NY,1/30/1887,2/13/1887,120,3,,,,,,,Paulist,,,,,
3,248,,mission,St. Michael's Church,Livonia,NY,1/30/1887,2/13/1887,430,1,,,,,,,Paulist,,,,,
3,249,,mission,,Honeoye Falls,NY,1/30/1887,2/13/1887,355,1,,,,,,,Paulist,,,,,
3,249,,mission,,East Rush,NY,1/30/1887,2/13/1887,335,,,,,,,,Paulist,,,,,
3,250,,mission,St. Teresa's Church,New York,NY,2/13/1887,3/13/1887,6915,25,,,,660,2564,3691,Paulist,,,,,
3,252,,retreat,Church of St. John the Evangelist,New York,NY,3/12/1887,4/3/1887,,,,,,,,,Paulist,,,,,
3,253,,mission,Church of the Annunciation,New York,NY,3/20/1887,4/3/1887,2420,4,,,,,,,Paulist,,,,,
3,254,,mission,,Seneca Falls,NY,3/29/1887,4/3/1887,1870,2,,,,,955,915,Paulist,,,,,
3,256,,mission,Church of the Sacred Heart,West Fitchburg,MA,4/17/1887,4/24/1887,761,,,,,,,,Paulist,,,,,
3,257,,mission,St. Patrick's Church,Weston,WV,4/17/1887,4/24/1887,253,,,,,,,,Paulist,,,,,
3,258,,mission,St. Boniface Church,Leading Creek,WV,4/25/1887,4/25/1887,164,,,,,,,,Paulist,,,,,
3,259,,mission,St. Matthew's Church,Shullsburg,WI,5/1/1887,5/8/1887,830,1,,,,,,,Paulist,,,,,
3,260,,mission,St. Augustine's Church,Brooklyn,NY,4/17/1887,5/8/1887,3655,,,,,200,1150,2305,Paulist,,,,,
3,262,,mission,,Wyandotte,MI,5/8/1887,5/15/1887,43,1,,,,,,,Paulist,,,,,
3,263,,mission,St. John's Church,"Dayton's Bluff, St. Paul",MN,5/15/1887,5/22/1887,709,,,,,,,,Paulist,,,,,
3,264,,mission,,Luverne,MN,5/22/1887,5/29/1887,180,,,,,,,,Paulist,,,,,
3,265,,mission,,Ellsworth,MN,5/29/1887,5/29/1887,100,,,,,,,,Paulist,,,,,
3,266,,mission,Church of St. Mary of the Assumption,"Port Richmond, Staten Island",NY,5/22/1887,5/29/1887,,,,,,,,,Paulist,,,,,
3,266,,mission,,Seabright,NJ,5/29/1887,6/6/1887,180,,,,,,,,Paulist,,,,,
3,268,,mission,St. Michael's Church,Stillwater,MN,6/5/1887,6/18/1887,1100,3,,,,,,,Paulist,,,,250,
3,272,,mission,Church of the Sacred Heart,Bridgeport,CT,9/11/1887,9/20/1887,1600,1,,,,,,,Paulist,,,,,
3,273,,mission,St. Augustine's Church,Union Hill,NJ,9/1/1887,9/1/1887,652,,,,,,,,Paulist,,,,,
3,274,,mission,Church of Our Lady of the Sacred Heart,Chelsea,MI,9/18/1887,9/25/1887,550,1,,,,,,,Paulist,,,,,
3,275,,mission,St. Mary's Church,Pinckney,MI,9/20/1887,10/2/1887,445,1,,,,,,,Paulist,,,,,
3,277,,mission,,Bethel,CT,9/25/1887,10/2/1887,430,1,,Hartford,,,,,Paulist,,,,,
3,278,,mission,St. Rose's Church,Lima,NY,10/2/1887,10/9/1887,812,,,,,,,,Paulist,,,,,
3,279,,mission,St. Joseph's Church,West Bloomfield,NY,10/8/1887,10/12/1887,228,,,,,,,,Paulist,,,,,
3,280,,mission,,Lenox,MA,10/9/1887,10/23/1887,765,2,,,,,,,Paulist,,,,,
3,280,,mission,,Lee,MA,10/9/1887,10/23/1887,1070,1,,,,,,,Paulist,,,,,
3,280,,mission,,South Lee,MA,10/9/1887,10/23/1887,100,,,,,,,,Paulist,,,,,
3,282,,mission,,Ithaca,NY,10/9/1887,10/23/1887,1482,3,,,,,606,876,Paulist,,,,165,
3,284,,mission,,Cayuga,NY,10/24/1887,10/28/1887,300,,,,,,,,Paulist,,,,,
3,285,,mission,,Avon,NY,10/30/1887,11/6/1887,825,3,,,,,,,Paulist,,,,326,
3,286,,mission,St. Mary's Church,Westfield,MA,10/30/1887,11/6/1887,1314,1,,,,,,,Paulist,,,,,
3,287,,mission,,Penn Yan,NY,11/13/1887,11/20/1887,1025,4,,,,,,,Paulist,,,,,
3,288,,mission,Church of the Transfiguration,New York,NY,11/13/1887,11/20/1887,2540,,,,,,970,1570,Paulist,,,,,
3,290,,mission,,Greenport,NY,10/23/1887,10/30/1887,300,1,,,,,,,Paulist,,,,,
3,290,,mission,,Glen Cove,NY,11/6/1887,11/13/1887,830,,,,,,,,Paulist,,,,,
3,291,,mission,,Sag Harbor,NY,11/27/1887,12/4/1887,600,,,,,,,,Paulist,,,,,
3,292,,mission,St. Stephen's Church,Pittsburgh,PA,11/27/1887,12/11/1887,1325,3,,,,,,,Paulist,,,,,
3,293,,mission,St. Andrew's Church,New York,NY,12/4/1887,12/20/1887,3022,5,,,,,1440,1582,Paulist,,,,925,
3,294,,mission,,Far Rockaway,NY,1/15/1888,1/22/1888,511,,,,,,,,Paulist,,,,,
3,295,,mission,St. Mary's Church,Norfolk,VA,1/8/1888,1/19/1888,810,,,,,,,,Paulist,,,,,
3,296,,mission,St. Patrick's Church,Lockport,NY,1/22/1888,1/29/1888,1435,,,Buffalo,,,,,Paulist,,,,,
3,297,,mission,Church of St. Paul the Apostle,New York,NY,1/29/1888,2/12/1888,8396,4,,,,1000,3021,4375,Paulist,,,,,
3,297,,mission,,Macedon,NY,2/5/1888,2/13/1888,440,1,,,,,,,Paulist,,,,,
3,298,,mission,St. Paul's Church,Harlem,NY,2/19/1888,3/4/1888,3435,12,,,,,1630,1805,Paulist,,,,,
3,299,,mission,Church of the Sacred Heart,Worcester,MA,2/19/1888,3/4/1888,2678,1,,,,174,1301,1203,Paulist,,,,961,
3,301,,mission,,Lyons,NY,3/11/1888,3/19/1888,465,,,,,,,,Paulist,,,,,
3,301,,mission,,Newark,NY,3/11/1888,3/19/1888,350,,,,,,,,Paulist,,,,,
3,303,,mission,Church of St. John the Evangelist,New York,NY,3/11/1888,3/25/1888,5300,,,,,,2990,2310,Paulist,,,,1000,
3,304,,mission,,Morrisania,NY,4/8/1888,4/15/1888,1075,5,,,,,,,Paulist,,,,,
3,304,,mission,,West Farms,NY,4/8/1888,4/15/1888,318,,,,,,,,Paulist,,,,,
3,305,,mission,St. Bernard's Church,Fitchburg,MA,4/8/1888,4/22/1888,1291,,,,,,1291,1700,Paulist,,,,,
3,306,,mission,St. Leo's Church,Leominster,MA,4/8/1888,4/15/1888,960,,,,,,,,Paulist,,,,,
3,307,,mission,,Newburyport,MA,4/22/1888,5/7/1888,2377,,,,,,942,1435,Paulist,,,,766,
3,309,,mission,St. Elizabeth's Church,Chicago,IL,4/22/1888,5/6/1888,1985,1,,,,,885,1100,Paulist,,,,170,
3,310,,mission,,Morristown,NJ,5/13/1888,5/28/1888,1727,,,,,127,650,950,Paulist,,,,,
3,312,,mission,,West Stockbridge,MA,5/14/1888,5/20/1888,686,1,,,,,,,Paulist,,,,,
3,313,,mission,,Stockbridge,MA,5/20/1888,5/27/1888,452,,,,,,,,Paulist,,,,,
3,314,,mission,,Galesburg,IL,5/14/1888,5/20/1888,1020,,,Peoria,,,,,Paulist,,,,,
3,315,,mission,,Wyandotte,MI,5/22/1888,5/28/1888,600,,,,,,,,Paulist,,,,,
3,316,,mission,,Suffern,NJ,6/3/1888,6/10/1888,180,3,,,,,,,Paulist,,,,,
3,316,,mission,,Tuxedo Park,NJ,6/10/1888,6/16/1888,97,,,,,,,,Paulist,,,,,
3,318,,mission,St. Bridget's Church,Rochester,NY,9/9/1888,9/17/1888,1550,,,Rochester,,,,,Paulist,,,,500,
3,320,,mission,Church of the Holy Apostles,Rochester,NY,9/16/1888,9/23/1888,1020,13,,,,,,,Paulist,,,,,44
3,321,,mission,St. Michael's Church,Frostburg,MD,9/16/1888,9/23/1888,1232,1,,,,,,,Paulist,,,,,
3,323,,mission,,Westport,CT,9/16/1888,9/24/1888,500,,,,,,,,Paulist,,,,,
3,325,,mission,St. Patrick's Church,Mt. Savage,MD,9/23/1888,9/30/1888,478,1,,,,,,,Paulist,,,,150,
3,327,,mission,St. Thomas's Church,Mooresville,MD,10/4/1888,10/10/1888,36,,,,,,,,Paulist,,,,,
3,328,,mission,St. Peter's Church,Hancock,MD,9/30/1888,10/6/1888,204,,,,,,,,Paulist,,,,,
3,330,,mission,,Little Orleans,MD,10/7/1888,10/10/1888,96,,,,,,,,Paulist,,,,,
3,332,,mission,Church of the Immaculate Conception,Brooklyn,NY,9/30/1888,10/14/1888,2470,8,,,,,1360,1110,Paulist,,,,825,
3,335,,mission,St. Mary's Church,Davenport,IA,10/7/1888,10/14/1888,715,5,,,,,,,Paulist,,,,,
3,336,,mission,St. Joseph's Church,Rock Island,IL,10/14/1888,10/21/1888,860,3,,,,,,,Paulist,,,,,
3,338,,mission,St. Anthony's Church,Davenport,IA,10/21/1888,10/29/1888,980,2,,,,,,,Paulist,,,,,
3,339,,mission,St. Ignatius's Church,Hickory,IN,10/21/1888,10/28/1888,420,3,,,,,,,Paulist,,,,,
3,340,,mission,,Bergen Point,NJ,10/21/1888,11/4/1888,3890,10,,,,,2100,1790,Paulist,,,,,
3,343,,mission,St. Matthias's Church,Muscatine,IA,11/4/1888,11/12/1888,720,,,,,,,,Paulist,,,,,
3,344,,mission,St. Joseph's Church,Weedsport,NY,11/11/1888,11/18/1888,416,1,,,,,,,Paulist,,,,,
3,345,,mission,St. John's Church,Port Byron,NY,11/18/1888,11/21/1888,128,3,,,,,,,Paulist,,,,,
3,346,,mission,St. Michael's Church,Montezuma,NY,11/22/1888,11/25/1888,165,2,,,,,,,Paulist,,,,,
3,347,,mission,Church of Our Lady of Perpetual Help,Defiance,OH,11/18/1888,11/26/1888,640,,,,,,,,Paulist,,,,,
