volume,page,mission_number,type,church,city,state,start_date,end_date,confessions_total,converts,under_instruction,diocese,confessions_adults,confessions_children,confessions_men,confessions_women,order,notes,converts_adult,converts_children,temperance_pledges,confirmed
3,348,,mission,Church of Ss. Peter and Paul,Brooklyn,NY,11/11/1888,11/25/1888,4070,8,,,,,1810,2260,Paulist,,,,1450,
3,350,,mission,,Rye,NY,12/2/1888,12/9/1888,394,,,,,,,,Paulist,,,,,
3,352,,mission,Church of the Holy Innocents,New York,NY,12/9/1888,12/23/1888,4712,5,,,,,1797,2915,Paulist,,,,700,
3,354,,renewal,,Far Rockaway,NY,12/30/1888,1/1/1889,485,,,,,,,,Paulist,,,,,
3,356,,mission,St. Agne's Church,New York,NY,1/6/1889,1/20/1889,5804,6,,,,370,2184,3250,Paulist,,,,1400,
3,359,,mission,Church of the Holy Name,Newburgh,OH,1/6/1889,1/20/1889,2685,1,,,,,,,Paulist,,,,450,
3,360,,mission,Church of the Holy Cross,Marine City,MI,1/27/1889,2/3/1889,1250,3,,,,,,,Paulist,,,,,160
3,362,,mission,Sing Sing Prison,Ossining,NY,1/27/1889,2/3/1889,580,,,,,,,,Paulist,,,,,
3,364,,mission,St. Joseph's Church,Jersey City Heights,NJ,1/21/1889,2/10/1889,3273,4,,,,,1525,1748,Paulist,,,,700,
3,368,,mission,Church of the Epiphany,New York,NY,2/17/1889,3/3/1889,4957,,,,,,2157,2800,Paulist,,,,,
3,370,,mission,St. Teresa's Church,New York,NY,3/10/1889,4/7/1889,7131,,,New York,,723,2548,3860,Paulist,,,,2400,
3,373,,mission,,Gloucester,MA,3/24/1889,4/7/1889,2900,,4,,,,,,Paulist,,,,,
3,375,,retreat,St. Matthew's Church,Washington,DC,4/7/1889,4/14/1889,1000,,,,,,,,Paulist,,,,,
3,376,,mission,St. Patrick's Church,Wyandotte,MI,4/14/1889,4/21/1889,895,,,,,,,,Paulist,,,,,
3,376,,mission,St. Joseph's Church,Trenton,MI,4/14/1889,4/21/1889,475,5,,,,,,,Paulist,,,,,
3,376,,mission,St. Ann's Church,Palmyra,NY,4/28/1889,5/5/1889,455,,,,,,,,Paulist,,,,,
3,379,,mission,,West Point,NY,5/19/1889,6/2/1889,366,,,,,,,,Paulist,,,,,
3,379,,mission,,Highland Falls,NY,5/19/1889,6/2/1889,433,2,,,,,,,Paulist,,,,,
3,382,,mission,St. Paul's Cathedral,Pittsburgh,PA,4/24/1889,5/12/1889,6980,20,,,,575,2730,3645,Paulist,,,,,508
3,385,,mission,,Short Hills,NJ,6/9/1889,6/16/1889,417,1,,Newark,,,,,Paulist,,,,,
3,387,,mission,,Mt. Pleasant,IA,5/12/1889,5/19/1889,425,,,,,,,,Paulist,,,,,
3,389,,mission,,Streator,IL,5/26/1889,6/2/1889,,2,,,,,,,Paulist,,,,,
3,390,,mission,St. John's Church,Worcester,MA,5/19/1889,6/2/1889,6000,1,,,,650,2500,2850,Paulist,,,,,
3,392,,mission,,Mystic Bridge,CT,6/5/1889,6/16/1889,285,,,,,,,,Paulist,,,,,
3,392,,mission,,Stonington,CT,6/5/1889,6/16/1889,450,,,,,,,,Paulist,,,,,
3,394,,mission,,Pontiac,IL,6/2/1889,6/9/1889,365,,,,,,,,Paulist,,,,117,
3,395,,mission,,Flanagan,IL,6/9/1889,6/15/1889,250,,,,,,,,Paulist,,,,125,
4,52,,mission,St. Rose's Church,Chelsea,MA,9/8/1889,9/23/1889,4006,2,,,,,2302,1704,Paulist,,,,,180
4,55,,mission,St. Peter's Church,Belleville,NJ,9/15/1889,9/22/1889,1205,,,,,,,,Paulist,,,,,
4,56,,mission,,Irvington,NJ,9/22/1889,9/26/1889,300,,,,,,,,Paulist,,,,,
4,58,,mission,,Tarrytown,NY,9/29/1889,10/6/1889,1277,,,,,,,,Paulist,,,,600,
4,60,,mission,St. Mary's Church,Ticonderoga,NY,9/30/1889,10/6/1889,475,,,,,,,,Paulist,,,,,
4,61,,mission,St. Augustine's Church,Sing Sing,NY,10/6/1889,10/13/1889,1493,,,,,,,,Paulist,,,,500,
4,62,,mission,St. Bernard's Church,Rockville,CT,10/20/1889,11/3/1889,2004,1,,,,,,,Paulist,,,,,
4,64,,mission,St. John's Church,Concord,MA,9/29/1889,10/7/1889,1665,,1,,,,,,Paulist,,,,,216
4,66,,mission,St. James's Church,Boston,MA,10/13/1889,11/10/1889,8200,,,,,,3550,4650,Paulist,,,,2200,150
4,69,,mission,Church of the Assumption,Evansville,IN,10/13/1889,10/21/1889,700,,,,,,,,Paulist,,,,,
4,73,,mission,Church of St. Lawrence,Muncie,IN,10/27/1889,11/3/1889,2125,3,3,,,,,,Paulist,,,,,
4,77,,mission,St. Paul's Church,Noblesville,IN,11/10/1889,11/17/1889,83,,,,,,,,Paulist,,,,,
4,81,,mission,St. Mary's Church,Anderson,IN,11/17/1889,11/22/1889,525,6,,,,,,,Paulist,,,,120,
4,83,,mission,,North Warren,MA,11/17/1889,11/25/1889,1450,,,,,,,,Paulist,,,,,
4,85,,mission,St. Mary's Church,Charlestown,MA,11/17/1889,12/1/1889,4466,,,,,675,1680,2100,Paulist,,,,1600,70
4,87,,mission,St. Patrick's Church,Washington,DC,12/1/1889,12/10/1889,1250,5,,,,,,,Paulist,,,,,
4,90,,mission,St. Agnes's Church,Pittsburgh,PA,1/1/1890,1/19/1890,2720,3,,,,450,1070,1200,Paulist,,,,,
4,93,,mission,,Rye,NY,11/10/1889,11/17/1889,450,,,,,,,,Paulist,,,,,
4,94,,mission,Church of the Transfiguration,Brooklyn,NY,12/8/1889,12/22/1889,2972,,,,,,,,Paulist,,,,,
4,96,,mission,Church of St. Rose of Lima,New York,NY,1/5/1890,1/19/1890,4192,5,,,,450,1840,1902,Paulist,,,,1450,
4,98,,mission,St. Mary's Church,Genesee,NY,1/26/1890,2/2/1890,535,,3,,,,,,Paulist,,,,,
4,99,,mission,St. Patrick's Church,Augusta,GA,1/12/1890,1/26/1890,1235,1,,,,,,,Paulist,,,,,
4,102,,mission,,Washington,GA,1/26/1890,1/26/1890,150,,,,,,,,Paulist,,,,,
4,103,,mission,St. Joseph's Church,Springfield,IL,1/26/1890,2/2/1890,930,3,,,,,,,Paulist,,,,,
4,105,,mission,Church of the Immaculate Conception,Springfield,IL,2/2/1890,2/11/1890,2900,2,,,,,,,Paulist,,,,,
4,108,,mission,Cathedral of Our Lady of Perpetual Help,Savannah,GA,2/2/1890,2/16/1890,2343,3,,,,,,,Paulist,,,,,
4,110,,mission,St. Gabriel's Church,New York,NY,2/9/1890,3/9/1890,9520,11,,,,,,,Paulist,,,,3260,234
4,112,,mission,St. Michael's Church,Pensacola,FL,2/23/1890,3/4/1890,770,,,,,,,,Paulist,,,,,
4,114,,mission,Cathedral,Mobile,AL,3/9/1890,3/17/1890,1230,,,,,,,,Paulist,,,,,
4,115,,mission,St. John's Church,Canton,MA,3/16/1890,3/30/1890,1875,,,,,,,,Paulist,,,,,
4,117,,mission,St. Cecilia's Church,New York,NY,3/16/1890,3/30/1890,6420,5,,,,,,,Paulist,,,,,
4,118,,mission,,Birmingham,AL,3/23/1890,3/30/1890,870,,,,,,,,Paulist,,,,,
4,119,,mission,St. Patrick's Church,Brooklyn,NY,4/13/1890,4/28/1890,5613,,,,,230,2450,2933,Paulist,,,,550,
4,121,,mission,St. John's Church,Schenectady,NY,4/13/1890,4/27/1890,2337,,,,,,,,Paulist,,,,,
4,122,,mission,St. Michael's Church,Springfield,MA,5/4/1890,5/18/1890,5151,5,,,,,,,Paulist,,,,,193
4,123,,mission,St. John's Church,Pittsburgh,PA,5/4/1890,5/18/1890,1900,,,,,250,850,800,Paulist,,,,,
4,126,,mission,St. Vincent de Paul's Church,Mt. Vernon,OH,5/25/1890,6/1/1890,630,1,,,,,,,Paulist,,,,,
4,127,,mission,St. Jarlath's Church,Chicago,IL,5/25/1890,6/1/1890,1413,1,,,,,,,Paulist,,,,,
4,128,,mission,Church of the Blessed Sacrament,Providence,RI,5/25/1890,6/1/1890,1300,,,,,,,,Paulist,,,,,
4,129,,mission,,Livingston,NJ,6/1/1890,6/11/1890,30,,,,,,,,Paulist,,,,,
4,130,,mission,Church of St. Vincent de Paul,Sterling,NJ,6/11/1890,6/15/1890,49,,,,,,,,Paulist,,,,,
4,130,,mission,St. Patrick's Church,Chatham,NJ,6/15/1890,6/18/1890,152,,,,,,,,Paulist,,,,,
4,133,,mission,St. Anne's Church,Manchester,NH,9/14/1890,9/28/1890,3559,,,,,271,1235,2053,Paulist,,,,1600,
4,135,,mission,,Ridgway,PA,9/14/1890,9/30/1890,505,,,,,,,,Paulist,,,,,
4,135,,mission,,Emporium,PA,9/14/1890,9/30/1890,410,,,,,,,,Paulist,,,,,
4,135,,mission,,Cameron,PA,9/14/1890,9/30/1890,45,,,,,,,,Paulist,,,,,
4,136,,mission,,Torrington,CT,9/21/1890,9/28/1890,1136,2,,,,,,,Paulist,,,,,
4,137,,mission,Ss. Peter and Paul's Cathedral,Philadelphia,PA,10/5/1890,10/19/1890,9800,25,,,,1400,3750,4650,Paulist,,,,1346,175
4,139,,mission,Church of the Annunciation,Danvers,MA,10/26/1890,11/9/1890,1418,,,,,,796,622,Paulist,,,,,
4,140,,mission,Church of the Sacred Heart,New Haven,CT,10/26/1890,11/9/1890,3540,2,,,,340,1400,1800,Paulist,,,,,
4,141,,mission,St. Joseph's Church,Terre Haute,IN,11/2/1890,11/9/1890,1250,9,,,,,,,Paulist,,,,,
4,142,,mission,,Rockville,IN,11/10/1890,11/13/1890,80,,,,,,,,Paulist,,,,,
4,143,,retreat,,South Bend,IN,10/1/1890,11/30/1890,600,,,,,,,,Paulist,,,,,
4,144,,mission,St. James's Church,Chicago,IL,11/16/1890,11/30/1890,4780,4,,,,,1800,2980,Paulist,,,,,
4,146,,mission,St. Mary's Star of the Sea,East Boston,MA,11/16/1890,11/30/1890,1440,1,,,,270,530,640,Paulist,,,,,
4,148,,mission,,Portland,CT,11/16/1890,11/27/1890,1023,,,,,,,,Paulist,,,,,
4,148,,mission,,East Hampton,CT,11/16/1890,11/27/1890,228,,,,,,,,Paulist,,,,,
4,149,,mission,Church of the Annunciation,Manhattanville,NY,12/7/1890,12/21/1890,1720,,,,,220,750,750,Paulist,,,,,
4,150,,mission,St. James's Church,Boston,MA,12/14/1890,12/21/1890,2500,,,,,,,,Paulist,,,,,
4,151,,mission,St. Mary's Cathedral,Ogdensburg,NY,12/7/1890,12/21/1890,2495,14,,,,180,1075,1240,Paulist,,,,,
4,153,,mission,Church of Our Lady of Victory,Brooklyn,NY,1/4/1891,1/18/1891,2495,6,,,,250,760,1485,Paulist,,,,1000,
4,154,,mission,Church of St. Paul the Apostle,New York,NY,1/4/1891,2/1/1891,11650,7,,,,650,4550,6450,Paulist,,,,,
4,156,,mission,Church of the Sacred Heart,Brooklyn,NY,1/25/1891,2/1/1891,5088,8,,,,,2560,2528,Paulist,,,,1900,
4,157,,mission,St. Augustine's Church,Union Hill,NJ,2/1/1891,2/8/1891,801,,,,,,,,Paulist,,,,,
4,158,,mission,Church of St. Francis de Sales,Geneva,NY,2/15/1891,3/1/1891,2470,2,,,,325,1025,1120,Paulist,,,,,
4,160,,mission,St. Matthew's Church,Washington,DC,2/15/1891,2/23/1891,1300,,,,,,,,Paulist,,,,,
4,161,,mission,St. Stephen's Church,Pittsburgh,PA,2/15/1891,3/1/1891,1582,,,,,200,732,650,Paulist,,,,585,
4,162,,mission,Church of St. Columbkille,Brighton,MA,2/15/1891,3/1/1891,3300,,,,,480,1395,1425,Paulist,,,,,
4,163,,mission,St. Patrick's Church,Valley Falls,RI,3/8/1891,3/22/1891,2905,1,,,,,,,Paulist,,,,,
4,164,,mission,St. Veronica's Church,New York,NY,3/8/1891,3/22/1891,3650,4,,,,,,,Paulist,,,,,350
4,165,,mission,Sacred Heart Church,Pittsburgh,PA,3/8/1891,3/22/1891,2453,2,,,,340,871,1242,Paulist,,,,260,
4,166,,mission,Sacred Heart Church,Worcester,MA,4/5/1891,4/19/1891,2573,,,,,,1200,1375,Paulist,,,,,600
4,167,,mission,St. Anne's Church,Baltimore,MD,4/5/1891,4/12/1891,1300,4,,,,,,,Paulist,,,,,
4,169,,mission,St. Louis' Church,Webster,MA,4/5/1891,4/19/1891,1665,,,,,,790,875,Paulist,,,,,99
4,170,,mission,Church of the Sacred Heart,Mt. Vernon,NY,4/12/1891,4/21/1891,1050,,,,,,,,Paulist,,,,,
4,172,,mission,Immaculate Conception Church,Birmingham,CT,4/26/1891,5/10/1891,2801,,,,,,1201,1610,Paulist,,,,900,
4,173,,mission,St. Charles' Church,Adams,MA,4/26/1891,5/10/1891,1622,2,,,,,,,Paulist,,,,,
4,174,,mission,Holy Cross Church,Lynchburg,VA,4/26/1891,5/5/1891,700,1,,,,,,,Paulist,,,,,
4,175,,mission,St. Cecilia's Church,Coatesville,PA,5/10/1891,5/17/1891,625,,,,,,,,Paulist,,,,,
4,176,,renewal,St. Michael's Cathedral,Springfield,MA,5/10/1891,5/17/1891,1400,,,,,,,,Paulist,,,,,
4,177,,mission,St. Leo's Church,Leominster,MA,5/17/1891,5/24/1891,1260,,,,,,,,Paulist,,,,,
4,178,,renewal,St. John's Church,Canton,MA,5/17/1891,5/24/1891,1400,,,,,,,,Paulist,,,,500,
4,179,,mission,St. Thomas's Church,West Farms,NY,5/17/1891,5/24/1891,493,,,,390,103,,,Paulist,,,,,
4,180,,mission,Sacred Heart Church,Valesburg,NJ,5/31/1891,6/7/1891,265,1,,,,,,,Paulist,,,,,
4,181,,retreat,Church of the Assumption,Ansonia,CT,8/16/1891,8/20/1891,400,,,,,,,,Paulist,,,,,
4,185,,mission,St. Michael's Church,Westerly,CT,9/6/1891,9/13/1891,980,,,,,,,,Paulist,,,,450,
4,186,,mission,Holy Cross Church,Ovid,NY,9/6/1891,9/16/1891,993,,,,,,,,Paulist,,,,,
4,187,,mission,,Lyons,NY,9/6/1891,9/20/1891,795,3,,,,,,,Paulist,,,,,
4,189,,mission,,Sodus Point,NY,9/21/1891,9/24/1891,,,,,,,,,Paulist,,,,,
4,191,,mission,St. Catherine's Church,Norwood,MA,9/13/1891,9/20/1891,1110,,,,,,,,Paulist,,,,,
4,192,,mission,,Bayonne,NJ,9/6/1891,9/13/1891,640,,,,,,,,Paulist,,,,,
4,193,,mission,,Greenfield,MA,9/6/1891,9/13/1891,962,,,,,,,,Paulist,,,,,
4,194,,mission,,South Deerfield,MA,9/13/1891,9/17/1891,300,,,,,,,,Paulist,,,,,
4,195,,mission,,Dover,NH,9/20/1891,10/4/1891,2705,,,,,,1095,1610,Paulist,,,,1275,
4,197,,mission,St. Mary's Church,Biddeford,ME,9/27/1891,10/11/1891,1821,,,,,211,707,903,Paulist,,,,,
4,198,,mission,Holy Family Church,Auburn,NY,9/27/1891,10/11/1891,3480,5,,,,,1800,1680,Paulist,,,,,
4,200,,mission,St. Mary's Church,Cambridgeport,MA,10/11/1891,10/25/1891,5165,,,,,,2440,2725,Paulist,,,,3200,300
4,203,,mission,St. Patrick's Church,Denver,CO,10/18/1891,10/25/1891,755,,,,,,,,Paulist,,,,136,40
4,205,,mission,St. Matthew's Church,Brooklyn,NY,10/18/1891,11/1/1891,1500,,,,,120,730,650,Paulist,,,,,
4,207,,mission,St. Joseph's Church,Denver,CO,11/1/1891,11/8/1891,750,3,,,,,,,Paulist,,,,200,
4,209,,mission,St. Peter Claver's Church,Baltimore,MD,11/1/1891,11/8/1891,270,,,,,,,,Paulist,,,,,
4,210,,mission,Corpus Christi Church,Baltimore,MD,11/8/1891,11/22/1891,1400,,,,,90,410,800,Paulist,,,,,
4,211,,mission,Immaculate Conception Church,Marlboro,MA,11/8/1891,11/22/1891,3770,3,,,,,1580,2190,Paulist,,,,2100,
4,212,,mission,St. Francis's Cathedral,Vincennes,IN,11/15/1891,11/24/1891,1018,7,,,,,,,Paulist,,,,200,
4,213,,mission,St. Colman's Church,Turtle Creek,PA,11/29/1891,12/6/1891,640,3,,,,,,,Paulist,,,,,
4,214,,mission,St. Cecilia's Church,Boston,MA,11/22/1891,11/29/1891,2600,,,,,,,,Paulist,,,,,
4,215,,mission,St. Bridget's Church,Indianapolis,IN,11/29/1891,12/9/1891,1300,9,,,,,,,Paulist,,,,,
4,216,,mission,St. Thomas's Church,Brooklyn,NY,12/6/1891,12/20/1891,3375,11,,,,,1370,2005,Paulist,,,,,
4,218,,mission,St. Patrick's Church,Cleveland,OH,12/6/1891,12/20/1891,3550,,,,,200,1440,1910,Paulist,,,,,
4,220,,mission,St. Stephen's Church,New York,NY,1/3/1892,1/26/1892,6500,6,,,,450,2000,4050,Paulist,,,,1240,
4,223,,mission,St. Jerome's Church,Mott Haven,NY,1/17/1892,1/31/1892,3980,3,,,,610,1592,1778,Paulist,,,,,
4,225,,mission,St. Francis de Sales' Church,Brooklyn,NY,1/31/1892,2/14/1892,2055,,,,,,980,1075,Paulist,,,,675,
4,227,,mission,St. John the Evangelist's Church,Brooklyn,NY,2/7/1892,2/21/1892,4925,,,,,,2240,2685,Paulist,,,,,
4,229,,mission,St. Jerome's Church,Baltimore,MD,2/14/1892,2/23/1892,960,5,,,,,,,Paulist,,,,,120
4,231,,mission,St. Aloysius's Church,Detroit,MI,2/7/1892,2/15/1892,1100,3,,,,,,,Paulist,,,,,
4,232,,mission,St. Patrick's Church,Ottawa,Canada,3/6/1892,3/20/1892,2516,,,,,280,886,1350,Paulist,,,,1322,140
4,234,,mission,St. John's Church,Worcester,MA,3/6/1892,3/20/1892,7200,6,,,,3520,3680,,Paulist,,,,,
4,236,,mission,St. Rose's Church,Meriden,CT,3/27/1892,4/10/1892,4650,6,,,,,,,Paulist,,,,,
4,238,,mission,St. Patrick's Church,Montreal,Canada,3/20/1892,4/17/1892,8728,,,,,,,,Paulist,,,,4729,
4,243,,mission,Our Lady of Loretto's Church,Hempstead,NY,4/24/1892,5/1/1892,410,2,,,,,,,Paulist,,,,,
4,244,,mission,St. Rose of Lima's Church,Parkville,NY,4/24/1892,5/1/1892,370,,,,,,,,Paulist,,,,,
4,245,,mission,St. Francis de Sales' Church,Utica,NY,4/24/1892,5/2/1892,1430,4,,,,,,,Paulist,,,,,
4,246,,mission,Church of the Assumption,Ansonia,CT,4/24/1892,5/8/1892,3250,,,,,,1740,1510,Paulist,,,,1300,
4,248,,mission,Church of the Immaculate Conception,Tuckahoe,NY,5/8/1892,5/17/1892,830,,,,,,,,Paulist,,,,,
4,249,,mission,St. Augustine's Church,Bridgeport,CT,5/15/1892,5/29/1892,3450,,,,,,1710,1740,Paulist,,,,,
4,250,,mission,St. Bridget's Church,West Troy,NY,5/8/1892,5/22/1892,2110,,,,,,980,1130,Paulist,,,,,
4,252,,mission,St. Jerome's Church,Hyattsville,MD,5/22/1892,5/29/1892,155,1,2,,,,,,Paulist,,,,,
4,253,,mission,Church of the Annunciation,Florence,MA,6/5/1892,6/12/1892,1075,1,,,,,,,Paulist,,,,,
4,254,,mission,,Canal Fulton,OH,6/5/1892,6/12/1892,400,1,,,,,,,Paulist,,,,,
4,255,,mission,St. Mary's Church,Canandaigua,NY,5/29/1892,6/12/1892,1580,4,,,,,740,840,Paulist,,,,,136
4,257,,mission,Church of the Immaculate Conception,Newburyport,MA,5/22/1892,6/5/1892,2740,,,,,240,1050,1450,Paulist,,,,,
4,259,,retreat,St. Bridget's Church,Indianapolis,IN,6/9/1892,6/12/1892,750,,,,,,,,Paulist,,,,,
4,263,,mission,Star of the Sea Church,Long Branch,NJ,9/11/1892,9/18/1892,600,1,,,,,,,Paulist,,,,,
4,264,,mission,St. Agnes's Church,Paterson,NJ,9/11/1892,9/25/1892,2200,12,,,,400,800,1000,Paulist,,,,840,89
4,265,,mission,Holy Trinity Church,Wallingford,CT,9/11/1892,9/25/1892,1450,,,,,75,675,700,Paulist,,,,600,
4,266,,mission,St. Columba's Church,Newark,NJ,9/11/1892,9/25/1892,1575,,,,,65,610,900,Paulist,,,,,
4,267,,mission,Church of Our Lady,Sand Beach,MI,9/25/1892,9/29/1892,140,,,,,,,,Paulist,,,,,
4,268,,mission,St. Joseph's Church,Argyle,MI,9/25/1892,9/31/1892,224,14,,,,,,,Paulist,,,,,
4,269,,mission,Immaculate Conception Church,Monmouth,IL,10/2/1892,10/9/1892,485,,,,,,,,Paulist,,,,100,
4,270,,mission,,Raritan,IL,10/9/1892,10/12/1892,130,,,,,,,,Paulist,,,,68,
4,270,,mission,,Alexis,IL,10/9/1892,10/13/1892,200,,,,,,,,Paulist,,,,112,
4,271,,mission,St. Augustine's Church,Kalamazoo,MI,10/2/1892,10/16/1892,1600,,,,,350,550,700,Paulist,,,,,
4,273,,mission,,Highland Falls,NY,10/2/1892,10/16/1892,350,,,,,,,,Paulist,,,,,
4,273,,mission,,West Point,NY,10/2/1892,10/16/1892,520,,,,,,,,Paulist,,,,,
4,274,,mission,St. Ann's Church,Neponset,MA,10/2/1892,10/16/1892,1610,1,,,,,760,850,Paulist,,,,,
4,275,,mission,St. Mark's Church,Peoria,IL,10/16/1892,10/23/1892,317,,,,,,,,Paulist,,,,115,
4,276,,mission,Church of the Immaculate Conception,Spring Valley,IL,10/23/1892,10/30/1892,950,,,,,,,,Paulist,,,,,
4,277,,mission,Church of the Nativity,Brooklyn,NY,10/16/1892,10/30/1892,2530,1,,,,,1050,1480,Paulist,,,,,
4,279,,mission,St. Mary's Church,Utica,IL,10/30/1892,11/6/1892,507,,,,,,,,Paulist,,,,,
4,280,,mission,Ss. Peter and Paul's Cathedral,Detroit,MI,10/23/1892,11/6/1892,2050,,,,,100,600,1350,Paulist,,,,,
4,281,,mission,St. Mary's Church,Bethel,CT,10/30/1892,11/6/1892,700,,,,,,,,Paulist,,,,,
4,282,,mission,St. Simon's Church,Washington,IN,11/13/1892,11/20/1892,1300,9,,,,,,,Paulist,,,,,
4,283,,mission,St. Joseph's Church,Roxbury,MA,11/13/1892,11/27/1892,2650,,,,,400,900,1350,Paulist,,,,,
4,283,,mission,Chapel,Roxbury,MA,11/13/1892,11/20/1892,1150,,,,,,,,Paulist,,,,,
4,285,,mission,St. Ann's Church,Chicago,IL,11/23/1892,11/27/1892,2250,,,,,150,800,1300,Paulist,,,,,
4,286,,mission,Sacred Heart Church,Bloomfield,NJ,11/27/1892,12/4/1892,1007,2,,,,,,,Paulist,,,,400,
4,287,,mission,St. Cecilia's Church,Boston,MA,12/4/1892,12/11/1892,2580,,,,,,,,Paulist,,,,,
4,288,,mission,St. Stephen's Church,Brooklyn,NY,12/4/1892,12/18/1892,3880,,,,,200,1530,2150,Paulist,,,,600,
4,289,,mission,Church of the Immaculate Conception,East Weymouth,MA,1/1/1893,1/11/1893,1300,3,,,,,,,Paulist,,,,,
4,290,,mission,St. Mary's Church,Dedham,MA,1/1/1893,1/11/1893,1600,,,,,,,,Paulist,,,,1000,
4,292,,mission,Church of the Immaculate Conception,Cleveland,OH,1/1/1893,1/13/1893,2950,5,,,,,1450,1500,Paulist,,,,,
4,293,,mission,,Port Ewen,NY,1/22/1893,1/29/1893,284,,,,,,,,Paulist,,,,,
4,294,,mission,St. Mary's Church,New Britain,CT,1/15/1893,1/29/1893,5285,4,,,,625,2245,2415,Paulist,,,,2430,
4,296,,mission,St. Mary's Church,Roudout,NY,1/29/1893,2/12/1893,3000,5,,,,400,1200,1400,Paulist,,,,,500
4,297,,mission,St. Cecilia's Church,New York,NY,2/12/1893,3/12/1893,7550,20,,,,550,3200,3800,Paulist,,,,600,
4,299,,mission,St. Gabriel's Church,New York,NY,2/19/1893,3/19/1893,8637,,,,,1200,2800,4577,Paulist,,,,2593,
4,300,,mission,St. John's Cathedral,Cleveland,OH,3/19/1893,4/2/1893,3750,,,,,600,2120,3030,Paulist,,,,,
4,302,,mission,Church of the Visitation,Philadelphia,PA,3/19/1893,4/2/1893,4800,12,,,,600,1900,2300,Paulist,,,,,
4,303,,mission,Church of the Assumption,Morristown,NJ,4/9/1893,4/23/1893,2087,3,,,,287,750,1050,Paulist,,,,450,
4,305,,mission,St. John's Church,Bellefonte,PA,4/9/1893,4/16/1893,760,4,,,,,,,Paulist,,,,363,
4,307,,mission,,Meadville,PA,4/9/1893,4/17/1893,900,1,,,,,,,Paulist,,,,,
4,308,,mission,,Sayre,PA,4/9/1893,4/16/1893,700,3,,,,,,,Paulist,,,,,
4,309,,mission,St. Patrick's Church,Norwich,CT,4/23/1893,5/7/1893,4060,3,,,,425,1525,2110,Paulist,,,,,
4,311,,mission,St. Malachy's Church,Chicago,IL,4/23/1893,5/7/1893,2250,4,,,,250,800,1200,Paulist,,,,,
4,312,,retreat,St. Matthew's Church,Washington,DC,4/23/1893,4/23/1893,600,,,,,,,,Paulist,,,,,
4,313,,mission,Immaculate Conception Church,Portsmouth,NH,4/30/1893,5/7/1893,1350,,,,,,,,Paulist,,,,45,
4,314,,mission,St. Thomas's Church,"Woodberry, Baltimore",Maryland,5/15/1893,5/21/1893,670,,,,,,,,Paulist,,,,,
4,315,,mission,Manhattan College,New York,NY,3/26/1893,3/29/1893,200,,,,,,,,Paulist,,,,,
4,315,,mission,Classon-on-the-Sound,New York,NY,5/8/1893,5/12/1893,120,,,,,,,,Paulist,,,,,
4,316,,mission,St. Patrick's Church,Whitinsville,MA,5/14/1893,5/24/1893,910,,,,,,,,Paulist,,,,380,
4,318,,mission,St. Rose's Church,"West Brighton, Staten Island",NY,5/7/1893,5/28/1893,1685,5,,,,250,610,825,Paulist,,,,,
4,320,,mission,,North Weymouth,MA,5/24/1893,5/28/1893,240,,,,,,,,Paulist,,,,,
4,321,,mission,,Broad Brook,CT,5/14/1893,5/21/1893,312,,,,,,,,Paulist,,,,,
4,322,,mission,St. Thomas's Church,Southington,CT,5/14/1893,5/21/1893,840,,,,,,,,Paulist,,,,,
4,323,,mission,St. Rose of Lima's Church,Suffern,NY,5/21/1893,5/28/1893,217,1,,,,,,,Paulist,,,,,
4,323,,mission,,Tuxedo,NY,5/28/1893,6/4/1893,146,2,,,,,,,Paulist,,,,,
